review,sent
@tikirimaarie @dialoglk And they still call themselves â€œThe Number 1â€ù ?Ÿ???Ÿè»â€çâ™‚ï¸è?Ÿ???Ÿè»â€çâ™‚ï¸è?Ÿ???Ÿè»â€çâ™‚ï¸è,negative
"@dialoglk sent me this message and once I activated the 99, I didn't receive the 2GB! I contacted customer care and they said I'm not eligible for it??? ?Ÿ˜¡?Ÿ˜¡ I want a complete refund if it's not activated! ITS NOT THE MONEY, ITS THE PRINCIPLE!! #DialogLK cheats! Ref: 2-0002806541 https://t.co/w1vGtN8uCG",negative
@dialoglk @ShehanThamel It's been 3 days since I filed mine and still nothing ?Ÿ˜‚,negative
"Can I have at least 1Mbps @dialoglk ? 
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
"@dialoglk Hi Shanu, I hope you are not a bot as others. since you asked, can you actually read my tweet and understand that if I have a complaint ref number that means I have already contacted your hotline..??",negative
"@dialoglk Why the f**k am I paying you for this..?? Go ahead and listen to my complaint with ref number 2-0002808395. Please fix your infrastructure, please. or just donâ€™t bloody say youâ€™re the number 1 ?Ÿ?¬?Ÿ?¬?Ÿ?¬ https://t.co/CUfyHhAGMP https://t.co/0Fldvzp1qG",negative
"@dialoglk totally fedup with your poor connection and slow, unprofessional support even I lodged the compliant.
All my today's Zoom sessions got cancelled because of this irresponsible network.

#dialog #TRCSL #telecommunication #lka https://t.co/0wF502TVFS",negative
"@dialoglk is single handedly ruining the Legends final and honestly, I'm not surprised.
#RoadSafetyWorldSeries",negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
@dialoglk The internet keeps dropping for very short periods.  This happened again at 10.15 for a minute at a crucial time of my online lecture. The complaint made on 20th August 2020 (Ref.2-0001807480) is still pending. This is very disappointing.,negative
@AnjulaHettige @dialoglk @TRCSL @dialoglk Market dominance is nothing in this fast moving world. Remember what happened to #nokia. Update and upgrade for the betterment,negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
"@RockCityOutlaw @MobitelSriLanka It's not just @MobitelSriLanka the whole mobile data system of the country isn't working properly in last few days including @dialoglk @HutchSriLanka 
Hopefully some major update going on ig.",negative
"@AnjulaHettige @dialoglk My favorite excuse from @dialoglk is â€œa lot of people are using dialog, so it gets a little slowâ€ù",negative
@RockCityOutlaw @MobitelSriLanka @dialoglk Oh I thought you switched to Mobitel from Dialog.,negative
@Tikiri_ @MobitelSriLanka @dialoglk I've no idea. I don't use Dialog.,negative
"@dialoglk Since you ask me to be patient, be patient with the bills also. I will not make any payments if thia countinues, i asked you before billing cycle start, no body contacted me, specifically the network team didnt provide ETA so that i can go for another ISP before the billing start",negative
@dialoglk Every one using @dialoglk network seems to be having connctivity issues and we have terrible issues as we cannot connect to teams calls properly and other networks due to this. From 5th March i have this issue,negative
@dialoglk fix the network for god sake?Ÿ˜??Ÿ˜??Ÿ˜??Ÿ˜?,negative
@AnjulaHettige @dialoglk @TRCSL They must wield enormous power. Political power. Pre 2015 they were giving govt. call info on legit opposition.  Hope no quid pro quo going on.,negative
@dialoglk Will it replace for brand new one or repaired one ? Because my router is customer own,negative
@AnjulaHettige @dialoglk I thought it was for me!! Not even the 144p!! #dead,negative
Hello @dialoglk let me know what will you replaced for customer own 4G router. Brand new or repaired.,negative
"@AnjulaHettige @dialoglk @TRCSL They told me that their servers can't handle the traffic and that's why it's slow.
They never slow the charges down but the internet.
A 30 second YouTube video takes more than 30 seconds to load",negative
@AnjulaHettige @dialoglk @TRCSL Itâ€™s time we switch from dialog. Terrible with both calling and internet ?Ÿ˜©,negative
@dialoglk any issue with the payment process ? this is the third card rejected both on the app and web,negative
@dialoglk reloading online isn't working! https://t.co/x5oZYVv5sE,negative
@dialoglk Already DMed but no reply ?Ÿ???Ÿè»â€çâ™‚ï¸è,negative
@dialoglk @AnjulaHettige Same problem here and it says 4G also?Ÿ˜‚?Ÿ˜‚ https://t.co/iJRz8KInXK,negative
"What the hell @dialoglk 

4th time in this month router internet is not working 

I am continuously facing this problem 

Whatâ€™s happening there???

Donâ€™t you have a permanent solution for this problem???
I never heard that @SriLankaTelecom make any issues like you",negative
@dialoglk Can you keep urgent ticket in â€œin progress â€œ status with that much Of times?,negative
@AnjulaHettige @dialoglk @TRCSL Then fine. Didn't have a pod experience with Dialog since the pendamic,negative
"@frankanderic @dialoglk @TRCSL I use SLT Fibre as well, haven't noticed them doing this. There speeds are very stable across servers",negative
@dialoglk @supunw  This SR raised on 10th and they will promise me to give solution within 48h . After 10 days my question is â€œIs your future is still today ?â€ù https://t.co/T0O8RjbCpk,negative
"@RegularReh @dialoglk Dialog got the ""how to cheat"" manual from my ex I guess.",negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
"@TRCSL @icta_srilanka do we have any planned time frame for 2G phase out. Our IoT industry still implemnting new solutions around 2G technologies.

@TechKatha @dialoglk @MobitelSriLanka #SriLanka #IoT #2G",negative
@AaqishFaizal @dialoglk @AnjulaHettige Horalog for a reason bro ?Ÿ˜Å,negative
"@dialoglk unsurprisingly, itâ€™s the same info as before.",negative
@AnjulaHettige @dialoglk @TRCSL Isnit only Dialog or even other operators also do the same,negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
@dialoglk The WiFi is going on and out. Please donâ€™t tell me to DM etc. Iâ€™m in Pitipana. This happened a while back. You said it was fixed. Please fix it,negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
@AnjulaHettige @munza14 @dialoglk @TRCSL That's how they keep cheating their loyal customers.,negative
"@AnjulaHettige @munza14 @dialoglk @TRCSL Also the WhatsApp, Facebook and YouTube packages speed keeps fluctuating.If they control speed they should let customers know so we have a choice of buying those data packs or to use anytime data.",negative
@dialoglk @GazyHussain1 Isn't it bloody unethical to reveal a number just like that? https://t.co/6oZMEEJAvT,negative
@AnjulaHettige @dialoglk Hutch 3G is faster than Dialog 4G at my place,negative
"@dialoglk Thanks 4 replying @dialoglk, I have zero hope in your service. You all know the bigger issue with d networkâ€™s capacity, infrastructure, etc. So work on that &amp;capacitate d high demand. Trying to blame customers&amp; faking wont get u/me anywhere. Just waiting 4 number swap patiently.",negative
